company_id,metric_type,period_years,value_pct,manual_review_flag
C012,roe,5,19.4,false
C012,roe,3,19,false
C013,compounded_sales_growth,10,17.2,false
C013,compounded_sales_growth,5,16.2,false
C013,compounded_sales_growth,3,15.8,false
C013,compounded_profit_growth,10,19.2,false
C013,compounded_profit_growth,5,18.2,false
C013,compounded_profit_growth,3,17.8,false
C013,stock_price_cagr,10,18.2,false
C013,stock_price_cagr,5,17.2,false
C013,stock_price_cagr,3,16.8,false
C013,roe,10,21.2,false
C013,roe,5,20.2,false
C013,roe,3,19.8,false
C014,compounded_sales_growth,10,18,false
C014,compounded_sales_growth,5,17,false
C014,compounded_sales_growth,3,16.6,false
C014,compounded_profit_growth,10,20,false
C014,compounded_profit_growth,5,19,false
C014,compounded_profit_growth,3,18.6,false
C014,stock_price_cagr,10,19,false
C014,stock_price_cagr,5,18,false
C014,stock_price_cagr,3,17.6,false
C014,roe,10,22,false
C014,roe,5,21,false
C014,roe,3,20.6,false
C015,compounded_sales_growth,10,18.8,false
C015,compounded_sales_growth,5,17.8,false
C015,compounded_sales_growth,3,17.4,false
C015,compounded_profit_growth,10,20.8,false
C015,compounded_profit_growth,5,19.8,false
C015,compounded_profit_growth,3,19.4,false
C015,stock_price_cagr,10,19.8,false
C015,stock_price_cagr,5,18.8,false
C015,stock_price_cagr,3,18.4,false
C015,roe,10,22.8,false
C015,roe,5,21.8,false
C015,roe,3,21.4,false
C016,compounded_sales_growth,10,19.6,false
C016,compounded_sales_growth,5,18.6,false
C016,compounded_sales_growth,3,18.2,false
C016,compounded_profit_growth,10,21.6,false
C016,compounded_profit_growth,5,20.6,false
C016,compounded_profit_growth,3,20.2,false
C016,stock_price_cagr,10,20.6,false
C016,stock_price_cagr,5,19.6,false
C016,stock_price_cagr,3,19.2,false
C016,roe,10,23.6,false
C016,roe,5,22.6,false
C016,roe,3,22.2,false
C017,compounded_sales_growth,10,20.4,false
C017,compounded_sales_growth,5,19.4,false
C017,compounded_sales_growth,3,19,false
C017,compounded_profit_growth,10,22.4,false
C017,compounded_profit_growth,5,21.4,false
C017,compounded_profit_growth,3,21,false
C017,stock_price_cagr,10,21.4,false
C017,stock_price_cagr,5,20.4,false
C017,stock_price_cagr,3,20,false
C017,roe,10,24.4,false
C017,roe,5,23.4,false
C017,roe,3,23,false
C018,compounded_sales_growth,10,14,false
C018,compounded_sales_growth,5,13,false
C018,compounded_sales_growth,3,12.6,false
C018,compounded_profit_growth,10,16,false
C018,compounded_profit_growth,5,15,false
C018,compounded_profit_growth,3,14.6,false
C018,stock_price_cagr,10,15,false
C018,stock_price_cagr,5,14,false
C018,stock_price_cagr,3,13.6,false
C018,roe,10,18,false
C018,roe,5,17,false
C018,roe,3,16.6,false
C019,compounded_sales_growth,10,14.8,false
C019,compounded_sales_growth,5,13.8,false
C019,compounded_sales_growth,3,13.4,false
C019,compounded_profit_growth,10,16.8,false
C019,compounded_profit_growth,5,15.8,false
C019,compounded_profit_growth,3,15.4,false
C019,stock_price_cagr,10,15.8,false
C019,stock_price_cagr,5,14.8,false
C019,stock_price_cagr,3,14.4,false
C019,roe,10,18.8,false
C019,roe,5,17.8,false
C019,roe,3,17.4,false
C020,compounded_sales_growth,10,15.6,false
C020,compounded_sales_growth,5,14.6,false
C020,compounded_sales_growth,3,14.2,false
C020,compounded_profit_growth,10,17.6,false
C020,compounded_profit_growth,5,16.6,false
C020,compounded_profit_growth,3,16.2,false
C020,stock_price_cagr,10,16.6,false
C020,stock_price_cagr,5,15.6,false
C020,stock_price_cagr,3,15.2,false
C020,roe,10,19.6,false
C020,roe,5,18.6,false
C020,roe,3,18.2,false
C021,compounded_sales_growth,10,16.4,false
C021,compounded_sales_growth,5,15.4,false
C021,compounded_sales_growth,3,15,false
C021,compounded_profit_growth,10,18.4,false
C021,compounded_profit_growth,5,17.4,false
C021,compounded_profit_growth,3,17,false
C021,stock_price_cagr,10,17.4,false
C021,stock_price_cagr,5,16.4,false
C021,stock_price_cagr,3,16,false
C021,roe,10,20.4,false
C021,roe,5,19.4,false
C021,roe,3,19,false
C022,compounded_sales_growth,10,17.2,false
C022,compounded_sales_growth,5,16.2,false
C022,compounded_sales_growth,3,15.8,false
C022,compounded_profit_growth,10,19.2,false
C022,compounded_profit_growth,5,18.2,false
C022,compounded_profit_growth,3,17.8,false
C022,stock_price_cagr,10,18.2,false
C022,stock_price_cagr,5,17.2,false
C022,stock_price_cagr,3,16.8,false
C022,roe,10,21.2,false
C022,roe,5,20.2,false
C022,roe,3,19.8,false
C023,compounded_sales_growth,10,18,false
C023,compounded_sales_growth,5,17,false
C023,compounded_sales_growth,3,16.6,false
C023,compounded_profit_growth,10,20,false
C023,compounded_profit_growth,5,19,false
C023,compounded_profit_growth,3,18.6,false
C023,stock_price_cagr,10,19,false
C023,stock_price_cagr,5,18,false
C023,stock_price_cagr,3,17.6,false
C023,roe,10,22,false
C023,roe,5,21,false
C023,roe,3,20.6,false
C024,compounded_sales_growth,10,18.8,false
C024,compounded_sales_growth,5,17.8,false
C024,compounded_sales_growth,3,17.4,false
C024,compounded_profit_growth,10,20.8,false
C024,compounded_profit_growth,5,19.8,false
C024,compounded_profit_growth,3,19.4,false
C024,stock_price_cagr,10,19.8,false
C024,stock_price_cagr,5,18.8,false
C024,stock_price_cagr,3,18.4,false
C024,roe,10,22.8,false
C024,roe,5,21.8,false
C024,roe,3,21.4,false
C025,compounded_sales_growth,10,19.6,false
C025,compounded_sales_growth,5,18.6,false
C025,compounded_sales_growth,3,18.2,false
C025,compounded_profit_growth,10,21.6,false
C025,compounded_profit_growth,5,20.6,false
C025,compounded_profit_growth,3,20.2,false
C025,stock_price_cagr,10,20.6,false
C025,stock_price_cagr,5,19.6,false
C025,stock_price_cagr,3,19.2,false
C025,roe,10,23.6,false
C025,roe,5,22.6,false
C025,roe,3,22.2,false
C026,compounded_sales_growth,10,20.4,false
C026,compounded_sales_growth,5,19.4,false
C026,compounded_sales_growth,3,19,false
C026,compounded_profit_growth,10,22.4,false
C026,compounded_profit_growth,5,21.4,false
C026,compounded_profit_growth,3,21,false
C026,stock_price_cagr,10,21.4,false
C026,stock_price_cagr,5,20.4,false
C026,stock_price_cagr,3,20,false
C026,roe,10,24.4,false
C026,roe,5,23.4,false
C026,roe,3,23,false
C027,compounded_sales_growth,10,14,false
C027,compounded_sales_growth,5,13,false
C027,compounded_sales_growth,3,12.6,false
C027,compounded_profit_growth,10,16,false
C027,compounded_profit_growth,5,15,false
C027,compounded_profit_growth,3,14.6,false
C027,stock_price_cagr,10,15,false
C027,stock_price_cagr,5,14,false
C027,stock_price_cagr,3,13.6,false
C027,roe,10,18,false
C027,roe,5,17,false
C027,roe,3,16.6,false
C028,compounded_sales_growth,10,14.8,false
C028,compounded_sales_growth,5,13.8,false
C028,compounded_sales_growth,3,13.4,false
C028,compounded_profit_growth,10,16.8,false
C028,compounded_profit_growth,5,15.8,false
C028,compounded_profit_growth,3,15.4,false
C028,stock_price_cagr,10,15.8,false
C028,stock_price_cagr,5,14.8,false
C028,stock_price_cagr,3,14.4,false
C028,roe,10,18.8,false
C028,roe,5,17.8,false
C028,roe,3,17.4,false
C029,compounded_sales_growth,10,15.6,false
C029,compounded_sales_growth,5,14.6,false
C029,compounded_sales_growth,3,14.2,false
C029,compounded_profit_growth,10,17.6,false
C029,compounded_profit_growth,5,16.6,false
C029,compounded_profit_growth,3,16.2,false
C029,stock_price_cagr,10,16.6,false
C029,stock_price_cagr,5,15.6,false
C029,stock_price_cagr,3,15.2,false
C029,roe,10,19.6,false
C029,roe,5,18.6,false
C029,roe,3,18.2,false
C030,compounded_sales_growth,10,16.4,false
C030,compounded_sales_growth,5,15.4,false
C030,compounded_sales_growth,3,15,false
C030,compounded_profit_growth,10,18.4,false
C030,compounded_profit_growth,5,17.4,false
C030,compounded_profit_growth,3,17,false
C030,stock_price_cagr,10,17.4,false
C030,stock_price_cagr,5,16.4,false
C030,stock_price_cagr,3,16,false
C030,roe,10,20.4,false
C030,roe,5,19.4,false
C030,roe,3,19,false
C031,compounded_sales_growth,10,17.2,false
C031,compounded_sales_growth,5,16.2,false
C031,compounded_sales_growth,3,15.8,false
C031,compounded_profit_growth,10,19.2,false
C031,compounded_profit_growth,5,18.2,false
C031,compounded_profit_growth,3,17.8,false
C031,stock_price_cagr,10,18.2,false
C031,stock_price_cagr,5,17.2,false
C031,stock_price_cagr,3,16.8,false
C031,roe,10,21.2,false
C031,roe,5,20.2,false
C031,roe,3,19.8,false
C032,compounded_sales_growth,10,18,false
C032,compounded_sales_growth,5,17,false
C032,compounded_sales_growth,3,16.6,false
C032,compounded_profit_growth,10,20,false
C032,compounded_profit_growth,5,19,false
C032,compounded_profit_growth,3,18.6,false
C032,stock_price_cagr,10,19,false
C032,stock_price_cagr,5,18,false
C032,stock_price_cagr,3,17.6,false
C032,roe,10,22,false
C032,roe,5,21,false
C032,roe,3,20.6,false
C033,compounded_sales_growth,10,18.8,false
C033,compounded_sales_growth,5,17.8,false
C033,compounded_sales_growth,3,17.4,false
C033,compounded_profit_growth,10,20.8,false
C033,compounded_profit_growth,5,19.8,false
C033,compounded_profit_growth,3,19.4,false
C033,stock_price_cagr,10,19.8,false
C033,stock_price_cagr,5,18.8,false
C033,stock_price_cagr,3,18.4,false
C033,roe,10,22.8,false
C033,roe,5,21.8,false
C033,roe,3,21.4,false
C034,compounded_sales_growth,10,19.6,false
C034,compounded_sales_growth,5,18.6,false
C034,compounded_sales_growth,3,18.2,false
C034,compounded_profit_growth,10,21.6,false
C034,compounded_profit_growth,5,20.6,false
C034,compounded_profit_growth,3,20.2,false
C034,stock_price_cagr,10,20.6,false
C034,stock_price_cagr,5,19.6,false
C034,stock_price_cagr,3,19.2,false
C034,roe,10,23.6,false
C034,roe,5,22.6,false
C034,roe,3,22.2,false
C035,compounded_sales_growth,10,20.4,false
C035,compounded_sales_growth,5,19.4,false
C035,compounded_sales_growth,3,19,false
C035,compounded_profit_growth,10,22.4,false
C035,compounded_profit_growth,5,21.4,false
C035,compounded_profit_growth,3,21,false
C035,stock_price_cagr,10,21.4,false
C035,stock_price_cagr,5,20.4,false
C035,stock_price_cagr,3,20,false
C035,roe,10,24.4,false
C035,roe,5,23.4,false
C035,roe,3,23,false
C036,compounded_sales_growth,10,14,false
C036,compounded_sales_growth,5,13,false
C036,compounded_sales_growth,3,12.6,false
C036,compounded_profit_growth,10,16,false
C036,compounded_profit_growth,5,15,false
C036,compounded_profit_growth,3,14.6,false
C036,stock_price_cagr,10,15,false
C036,stock_price_cagr,5,14,false
C036,stock_price_cagr,3,13.6,false
C036,roe,10,18,false
C036,roe,5,17,false
C036,roe,3,16.6,false
C037,compounded_sales_growth,10,14.8,false
C037,compounded_sales_growth,5,13.8,false
C037,compounded_sales_growth,3,13.4,false
C037,compounded_profit_growth,10,16.8,false
C037,compounded_profit_growth,5,15.8,false
C037,compounded_profit_growth,3,15.4,false
C037,stock_price_cagr,10,15.8,false
C037,stock_price_cagr,5,14.8,false
C037,stock_price_cagr,3,14.4,false
C037,roe,10,18.8,false
C037,roe,5,17.8,false
C037,roe,3,17.4,false
C038,compounded_sales_growth,10,15.6,false
C038,compounded_sales_growth,5,14.6,false
C038,compounded_sales_growth,3,14.2,false
C038,compounded_profit_growth,10,17.6,false
C038,compounded_profit_growth,5,16.6,false
C038,compounded_profit_growth,3,16.2,false
C038,stock_price_cagr,10,16.6,false
C038,stock_price_cagr,5,15.6,false
C038,stock_price_cagr,3,15.2,false
C038,roe,10,19.6,false
C038,roe,5,18.6,false
C038,roe,3,18.2,false
C039,compounded_sales_growth,10,16.4,false
C039,compounded_sales_growth,5,15.4,false
C039,compounded_sales_growth,3,15,false
C039,compounded_profit_growth,10,18.4,false
C039,compounded_profit_growth,5,17.4,false
C039,compounded_profit_growth,3,17,false
C039,stock_price_cagr,10,17.4,false
C039,stock_price_cagr,5,16.4,false
C039,stock_price_cagr,3,16,false
C039,roe,10,20.4,false
C039,roe,5,19.4,false
C039,roe,3,19,false
C040,compounded_sales_growth,10,17.2,false
C040,compounded_sales_growth,5,16.2,false
C040,compounded_sales_growth,3,15.8,false
C040,compounded_profit_growth,10,19.2,false
C040,compounded_profit_growth,5,18.2,false
C040,compounded_profit_growth,3,17.8,false
C040,stock_price_cagr,10,18.2,false
C040,stock_price_cagr,5,17.2,false
C040,stock_price_cagr,3,16.8,false
C040,roe,10,21.2,false
C040,roe,5,20.2,false
C040,roe,3,19.8,false
C041,compounded_sales_growth,10,18,false
C041,compounded_sales_growth,5,17,false
C041,compounded_sales_growth,3,16.6,false
C041,compounded_profit_growth,10,20,false
C041,compounded_profit_growth,5,19,false
C041,compounded_profit_growth,3,18.6,false
C041,stock_price_cagr,10,19,false
C041,stock_price_cagr,5,18,false
C041,stock_price_cagr,3,17.6,false
C041,roe,10,22,false
C041,roe,5,21,false
C041,roe,3,20.6,false
C042,compounded_sales_growth,10,18.8,false
C042,compounded_sales_growth,5,17.8,false
C042,compounded_sales_growth,3,17.4,false
C042,compounded_profit_growth,10,20.8,false
C042,compounded_profit_growth,5,19.8,false
C042,compounded_profit_growth,3,19.4,false
C042,stock_price_cagr,10,19.8,false
C042,stock_price_cagr,5,18.8,false
C042,stock_price_cagr,3,18.4,false
C042,roe,10,22.8,false
C042,roe,5,21.8,false
C042,roe,3,21.4,false
C043,compounded_sales_growth,10,19.6,false
C043,compounded_sales_growth,5,18.6,false
C043,compounded_sales_growth,3,18.2,false
C043,compounded_profit_growth,10,21.6,false
C043,compounded_profit_growth,5,20.6,false
C043,compounded_profit_growth,3,20.2,false
C043,stock_price_cagr,10,20.6,false
C043,stock_price_cagr,5,19.6,false
C043,stock_price_cagr,3,19.2,false
C043,roe,10,23.6,false
C043,roe,5,22.6,false
C043,roe,3,22.2,false
C044,compounded_sales_growth,10,20.4,false
C044,compounded_sales_growth,5,19.4,false
C044,compounded_sales_growth,3,19,false
C044,compounded_profit_growth,10,22.4,false
C044,compounded_profit_growth,5,21.4,false
C044,compounded_profit_growth,3,21,false
C044,stock_price_cagr,10,21.4,false
C044,stock_price_cagr,5,20.4,false
C044,stock_price_cagr,3,20,false
C044,roe,10,24.4,false
C044,roe,5,23.4,false
C044,roe,3,23,false
C045,compounded_sales_growth,10,14,false
C045,compounded_sales_growth,5,13,false
C045,compounded_sales_growth,3,12.6,false
C045,compounded_profit_growth,10,16,false
C045,compounded_profit_growth,5,15,false
C045,compounded_profit_growth,3,14.6,false
C045,stock_price_cagr,10,15,false
C045,stock_price_cagr,5,14,false
C045,stock_price_cagr,3,13.6,false
C045,roe,10,18,false
C045,roe,5,17,false
C045,roe,3,16.6,false
C046,compounded_sales_growth,10,14.8,false
C046,compounded_sales_growth,5,13.8,false
C046,compounded_sales_growth,3,13.4,false
C046,compounded_profit_growth,10,16.8,false
C046,compounded_profit_growth,5,15.8,false
C046,compounded_profit_growth,3,15.4,false
C046,stock_price_cagr,10,15.8,false
C046,stock_price_cagr,5,14.8,false
C046,stock_price_cagr,3,14.4,false
C046,roe,10,18.8,false
C046,roe,5,17.8,false
C046,roe,3,17.4,false
C047,compounded_sales_growth,10,15.6,false
C047,compounded_sales_growth,5,14.6,false
C047,compounded_sales_growth,3,14.2,false
C047,compounded_profit_growth,10,17.6,false
C047,compounded_profit_growth,5,16.6,false
C047,compounded_profit_growth,3,16.2,false
C047,stock_price_cagr,10,16.6,false
C047,stock_price_cagr,5,15.6,false
C047,stock_price_cagr,3,15.2,false
C047,roe,10,19.6,false
C047,roe,5,18.6,false
C047,roe,3,18.2,false
C048,compounded_sales_growth,10,16.4,false
C048,compounded_sales_growth,5,15.4,false
C048,compounded_sales_growth,3,15,false
C048,compounded_profit_growth,10,18.4,false
C048,compounded_profit_growth,5,17.4,false
C048,compounded_profit_growth,3,17,false
C048,stock_price_cagr,10,17.4,false
C048,stock_price_cagr,5,16.4,false
C048,stock_price_cagr,3,16,false
C048,roe,10,20.4,false
C048,roe,5,19.4,false
C048,roe,3,19,false
C049,compounded_sales_growth,10,17.2,false
C049,compounded_sales_growth,5,16.2,false
C049,compounded_sales_growth,3,15.8,false
C049,compounded_profit_growth,10,19.2,false
C049,compounded_profit_growth,5,18.2,false
C049,compounded_profit_growth,3,17.8,false
C049,stock_price_cagr,10,18.2,false
C049,stock_price_cagr,5,17.2,false
C049,stock_price_cagr,3,16.8,false
C049,roe,10,21.2,false
C049,roe,5,20.2,false
C049,roe,3,19.8,false
C050,compounded_sales_growth,10,18,false
C050,compounded_sales_growth,5,17,false
C050,compounded_sales_growth,3,16.6,false
C050,compounded_profit_growth,10,20,false
C050,compounded_profit_growth,5,19,false
C050,compounded_profit_growth,3,18.6,false
C050,stock_price_cagr,10,19,false
C050,stock_price_cagr,5,18,false
C050,stock_price_cagr,3,17.6,false
C050,roe,10,22,false
C050,roe,5,21,false
C050,roe,3,20.6,false
C051,compounded_sales_growth,10,18.8,false
C051,compounded_sales_growth,5,17.8,false
C051,compounded_sales_growth,3,17.4,false
C051,compounded_profit_growth,10,20.8,false
C051,compounded_profit_growth,5,19.8,false
C051,compounded_profit_growth,3,19.4,false
C051,stock_price_cagr,10,19.8,false
C051,stock_price_cagr,5,18.8,false
C051,stock_price_cagr,3,18.4,false
C051,roe,10,22.8,false
C051,roe,5,21.8,false
C051,roe,3,21.4,false
C052,compounded_sales_growth,10,19.6,false
C052,compounded_sales_growth,5,18.6,false
C052,compounded_sales_growth,3,18.2,false
C052,compounded_profit_growth,10,21.6,false
C052,compounded_profit_growth,5,20.6,false
C052,compounded_profit_growth,3,20.2,false
C052,stock_price_cagr,10,20.6,false
C052,stock_price_cagr,5,19.6,false
C052,stock_price_cagr,3,19.2,false
C052,roe,10,23.6,false
C052,roe,5,22.6,false
C052,roe,3,22.2,false
C053,compounded_sales_growth,10,20.4,false
C053,compounded_sales_growth,5,19.4,false
C053,compounded_sales_growth,3,19,false
C053,compounded_profit_growth,10,22.4,false
C053,compounded_profit_growth,5,21.4,false
C053,compounded_profit_growth,3,21,false
C053,stock_price_cagr,10,21.4,false
C053,stock_price_cagr,5,20.4,false
C053,stock_price_cagr,3,20,false
C053,roe,10,24.4,false
C053,roe,5,23.4,false
C053,roe,3,23,false
C054,compounded_sales_growth,10,14,false
C054,compounded_sales_growth,5,13,false
C054,compounded_sales_growth,3,12.6,false
C054,compounded_profit_growth,10,16,false
C054,compounded_profit_growth,5,15,false
C054,compounded_profit_growth,3,14.6,false
C054,stock_price_cagr,10,15,false
C054,stock_price_cagr,5,14,false
C054,stock_price_cagr,3,13.6,false
C054,roe,10,18,false
C054,roe,5,17,false
C054,roe,3,16.6,false
C055,compounded_sales_growth,10,14.8,false
C055,compounded_sales_growth,5,13.8,false
C055,compounded_sales_growth,3,13.4,false
C055,compounded_profit_growth,10,16.8,false
C055,compounded_profit_growth,5,15.8,false
C055,compounded_profit_growth,3,15.4,false
C055,stock_price_cagr,10,15.8,false
C055,stock_price_cagr,5,14.8,false
C055,stock_price_cagr,3,14.4,false
C055,roe,10,18.8,false
C055,roe,5,17.8,false
C055,roe,3,17.4,false
C056,compounded_sales_growth,10,15.6,false
C056,compounded_sales_growth,5,14.6,false
C056,compounded_sales_growth,3,14.2,false
C056,compounded_profit_growth,10,17.6,false
C056,compounded_profit_growth,5,16.6,false
C056,compounded_profit_growth,3,16.2,false
C056,stock_price_cagr,10,16.6,false
C056,stock_price_cagr,5,15.6,false
C056,stock_price_cagr,3,15.2,false
C056,roe,10,19.6,false
C056,roe,5,18.6,false
C056,roe,3,18.2,false
C057,compounded_sales_growth,10,16.4,false
C057,compounded_sales_growth,5,15.4,false
C057,compounded_sales_growth,3,15,false
C057,compounded_profit_growth,10,18.4,false
C057,compounded_profit_growth,5,17.4,false
C057,compounded_profit_growth,3,17,false
C057,stock_price_cagr,10,17.4,false
C057,stock_price_cagr,5,16.4,false
C057,stock_price_cagr,3,16,false
C057,roe,10,20.4,false
C057,roe,5,19.4,false
C057,roe,3,19,false
C058,compounded_sales_growth,10,17.2,false
C058,compounded_sales_growth,5,16.2,false
C058,compounded_sales_growth,3,15.8,false
C058,compounded_profit_growth,10,19.2,false
C058,compounded_profit_growth,5,18.2,false
C058,compounded_profit_growth,3,17.8,false
C058,stock_price_cagr,10,18.2,false
C058,stock_price_cagr,5,17.2,false
C058,stock_price_cagr,3,16.8,false
C058,roe,10,21.2,false
C058,roe,5,20.2,false
C058,roe,3,19.8,false
C059,compounded_sales_growth,10,18,false
C059,compounded_sales_growth,5,17,false
C059,compounded_sales_growth,3,16.6,false
C059,compounded_profit_growth,10,20,false
C059,compounded_profit_growth,5,19,false
C059,compounded_profit_growth,3,18.6,false
C059,stock_price_cagr,10,19,false
C059,stock_price_cagr,5,18,false
C059,stock_price_cagr,3,17.6,false
C059,roe,10,22,false
C059,roe,5,21,false
C059,roe,3,20.6,false
C060,compounded_sales_growth,10,18.8,false
C060,compounded_sales_growth,5,17.8,false
C060,compounded_sales_growth,3,17.4,false
C060,compounded_profit_growth,10,20.8,false
C060,compounded_profit_growth,5,19.8,false
C060,compounded_profit_growth,3,19.4,false
C060,stock_price_cagr,10,19.8,false
C060,stock_price_cagr,5,18.8,false
C060,stock_price_cagr,3,18.4,false
C060,roe,10,22.8,false
C060,roe,5,21.8,false
C060,roe,3,21.4,false
C061,compounded_sales_growth,10,19.6,false
C061,compounded_sales_growth,5,18.6,false
C061,compounded_sales_growth,3,18.2,false
C061,compounded_profit_growth,10,21.6,false
C061,compounded_profit_growth,5,20.6,false
C061,compounded_profit_growth,3,20.2,false
C061,stock_price_cagr,10,20.6,false
C061,stock_price_cagr,5,19.6,false
C061,stock_price_cagr,3,19.2,false
C061,roe,10,23.6,false
C061,roe,5,22.6,false
C061,roe,3,22.2,false
C062,compounded_sales_growth,10,20.4,false
C062,compounded_sales_growth,5,19.4,false
C062,compounded_sales_growth,3,19,false
C062,compounded_profit_growth,10,22.4,false
C062,compounded_profit_growth,5,21.4,false
C062,compounded_profit_growth,3,21,false
C062,stock_price_cagr,10,21.4,false
C062,stock_price_cagr,5,20.4,false
C062,stock_price_cagr,3,20,false
C062,roe,10,24.4,false
C062,roe,5,23.4,false
C062,roe,3,23,false
C063,compounded_sales_growth,10,14,false
C063,compounded_sales_growth,5,13,false
C063,compounded_sales_growth,3,12.6,false
C063,compounded_profit_growth,10,16,false
C063,compounded_profit_growth,5,15,false
C063,compounded_profit_growth,3,14.6,false
