company_id,year,cfo_sign,cfi_sign,cff_sign,pattern_label
C040,2019,1,-1,1,Turnaround
C040,2020,1,-1,1,Turnaround
C040,2021,1,-1,1,Turnaround
C040,2022,1,-1,1,Turnaround
C040,2023,1,-1,1,Turnaround
C040,2024,1,-1,1,Turnaround
C041,2015,1,-1,1,Reinvestor
C041,2016,1,-1,1,Reinvestor
C041,2017,1,-1,1,Reinvestor
C041,2018,1,-1,1,Reinvestor
C041,2019,1,-1,1,Reinvestor
C041,2020,1,-1,1,Reinvestor
C041,2021,1,-1,1,Reinvestor
C041,2022,1,-1,1,Reinvestor
C041,2023,1,-1,1,Reinvestor
C041,2024,1,-1,1,Reinvestor
C042,2015,1,-1,1,Cash Compounder
C042,2016,1,-1,1,Cash Compounder
C042,2017,1,-1,1,Cash Compounder
C042,2018,1,-1,1,Cash Compounder
C042,2019,1,-1,1,Cash Compounder
C042,2020,1,-1,1,Cash Compounder
C042,2021,1,-1,1,Cash Compounder
C042,2022,1,-1,1,Cash Compounder
C042,2023,1,-1,1,Cash Compounder
C042,2024,1,-1,1,Cash Compounder
C043,2015,1,-1,-1,Dividend Distributor
C043,2016,1,-1,-1,Dividend Distributor
C043,2017,1,-1,-1,Dividend Distributor
C043,2018,1,-1,-1,Dividend Distributor
C043,2019,1,-1,-1,Dividend Distributor
C043,2020,1,-1,-1,Dividend Distributor
C043,2021,1,-1,-1,Dividend Distributor
C043,2022,1,-1,-1,Dividend Distributor
C043,2023,1,-1,-1,Dividend Distributor
C043,2024,1,-1,-1,Dividend Distributor
C044,2015,1,-1,-1,Debt Reducer
C044,2016,1,-1,-1,Debt Reducer
C044,2017,1,-1,-1,Debt Reducer
C044,2018,1,-1,-1,Debt Reducer
C044,2019,1,-1,-1,Debt Reducer
C044,2020,1,-1,-1,Debt Reducer
C044,2021,1,-1,-1,Debt Reducer
C044,2022,1,-1,-1,Debt Reducer
C044,2023,1,-1,-1,Debt Reducer
C044,2024,1,-1,-1,Debt Reducer
C045,2015,1,-1,1,Acquisition Led
C045,2016,1,-1,1,Acquisition Led
C045,2017,1,-1,1,Acquisition Led
C045,2018,1,-1,1,Acquisition Led
C045,2019,1,-1,1,Acquisition Led
C045,2020,1,-1,1,Acquisition Led
C045,2021,1,-1,1,Acquisition Led
C045,2022,1,-1,1,Acquisition Led
C045,2023,1,-1,1,Acquisition Led
C045,2024,1,-1,1,Acquisition Led
C046,2015,1,-1,1,Capex Heavy
C046,2016,1,-1,1,Capex Heavy
C046,2017,1,-1,1,Capex Heavy
C046,2018,1,-1,1,Capex Heavy
C046,2019,1,-1,1,Capex Heavy
C046,2020,1,-1,1,Capex Heavy
C046,2021,1,-1,1,Capex Heavy
C046,2022,1,-1,1,Capex Heavy
C046,2023,1,-1,1,Capex Heavy
C046,2024,1,-1,1,Capex Heavy
C047,2015,1,-1,1,Working Capital Builder
C047,2016,1,-1,1,Working Capital Builder
C047,2017,1,-1,1,Working Capital Builder
C047,2018,1,-1,1,Working Capital Builder
C047,2019,1,-1,1,Working Capital Builder
C047,2020,1,-1,1,Working Capital Builder
C047,2021,1,-1,1,Working Capital Builder
C047,2022,1,-1,1,Working Capital Builder
C047,2023,1,-1,1,Working Capital Builder
C047,2024,1,-1,1,Working Capital Builder
C048,2015,1,-1,1,Turnaround
C048,2016,1,-1,1,Turnaround
C048,2017,1,-1,1,Turnaround
C048,2018,1,-1,1,Turnaround
C048,2019,1,-1,1,Turnaround
C048,2020,1,-1,1,Turnaround
C048,2021,1,-1,1,Turnaround
C048,2022,1,-1,1,Turnaround
C048,2023,1,-1,1,Turnaround
C048,2024,1,-1,1,Turnaround
C049,2015,1,-1,1,Reinvestor
C049,2016,1,-1,1,Reinvestor
C049,2017,1,-1,1,Reinvestor
C049,2018,1,-1,1,Reinvestor
C049,2019,1,-1,1,Reinvestor
C049,2020,1,-1,1,Reinvestor
C049,2021,1,-1,1,Reinvestor
C049,2022,1,-1,1,Reinvestor
C049,2023,1,-1,1,Reinvestor
C049,2024,1,-1,1,Reinvestor
C050,2015,1,-1,1,Cash Compounder
C050,2016,1,-1,1,Cash Compounder
C050,2017,1,-1,1,Cash Compounder
C050,2018,1,-1,1,Cash Compounder
C050,2019,1,-1,1,Cash Compounder
C050,2020,1,-1,1,Cash Compounder
C050,2021,1,-1,1,Cash Compounder
C050,2022,1,-1,1,Cash Compounder
C050,2023,1,-1,1,Cash Compounder
C050,2024,1,-1,1,Cash Compounder
C051,2015,1,-1,-1,Dividend Distributor
C051,2016,1,-1,-1,Dividend Distributor
C051,2017,1,-1,-1,Dividend Distributor
C051,2018,1,-1,-1,Dividend Distributor
C051,2019,1,-1,-1,Dividend Distributor
C051,2020,1,-1,-1,Dividend Distributor
C051,2021,1,-1,-1,Dividend Distributor
C051,2022,1,-1,-1,Dividend Distributor
C051,2023,1,-1,-1,Dividend Distributor
C051,2024,1,-1,-1,Dividend Distributor
C052,2015,1,-1,-1,Debt Reducer
C052,2016,1,-1,-1,Debt Reducer
C052,2017,1,-1,-1,Debt Reducer
C052,2018,1,-1,-1,Debt Reducer
C052,2019,1,-1,-1,Debt Reducer
C052,2020,1,-1,-1,Debt Reducer
C052,2021,1,-1,-1,Debt Reducer
C052,2022,1,-1,-1,Debt Reducer
C052,2023,1,-1,-1,Debt Reducer
C052,2024,1,-1,-1,Debt Reducer
C053,2015,1,-1,1,Acquisition Led
C053,2016,1,-1,1,Acquisition Led
C053,2017,1,-1,1,Acquisition Led
C053,2018,1,-1,1,Acquisition Led
C053,2019,1,-1,1,Acquisition Led
C053,2020,1,-1,1,Acquisition Led
C053,2021,1,-1,1,Acquisition Led
C053,2022,1,-1,1,Acquisition Led
C053,2023,1,-1,1,Acquisition Led
C053,2024,1,-1,1,Acquisition Led
C054,2015,1,-1,1,Capex Heavy
C054,2016,1,-1,1,Capex Heavy
C054,2017,1,-1,1,Capex Heavy
C054,2018,1,-1,1,Capex Heavy
C054,2019,1,-1,1,Capex Heavy
C054,2020,1,-1,1,Capex Heavy
C054,2021,1,-1,1,Capex Heavy
C054,2022,1,-1,1,Capex Heavy
C054,2023,1,-1,1,Capex Heavy
C054,2024,1,-1,1,Capex Heavy
C055,2015,1,-1,1,Working Capital Builder
C055,2016,1,-1,1,Working Capital Builder
C055,2017,1,-1,1,Working Capital Builder
C055,2018,1,-1,1,Working Capital Builder
C055,2019,1,-1,1,Working Capital Builder
C055,2020,1,-1,1,Working Capital Builder
C055,2021,1,-1,1,Working Capital Builder
C055,2022,1,-1,1,Working Capital Builder
C055,2023,1,-1,1,Working Capital Builder
C055,2024,1,-1,1,Working Capital Builder
C056,2015,1,-1,1,Turnaround
C056,2016,1,-1,1,Turnaround
C056,2017,1,-1,1,Turnaround
C056,2018,1,-1,1,Turnaround
C056,2019,1,-1,1,Turnaround
C056,2020,1,-1,1,Turnaround
C056,2021,1,-1,1,Turnaround
C056,2022,1,-1,1,Turnaround
C056,2023,1,-1,1,Turnaround
C056,2024,1,-1,1,Turnaround
C057,2015,1,-1,1,Reinvestor
C057,2016,1,-1,1,Reinvestor
C057,2017,1,-1,1,Reinvestor
C057,2018,1,-1,1,Reinvestor
C057,2019,1,-1,1,Reinvestor
C057,2020,1,-1,1,Reinvestor
C057,2021,1,-1,1,Reinvestor
C057,2022,1,-1,1,Reinvestor
C057,2023,1,-1,1,Reinvestor
C057,2024,1,-1,1,Reinvestor
C058,2015,1,-1,1,Cash Compounder
C058,2016,1,-1,1,Cash Compounder
C058,2017,1,-1,1,Cash Compounder
C058,2018,1,-1,1,Cash Compounder
C058,2019,1,-1,1,Cash Compounder
C058,2020,1,-1,1,Cash Compounder
C058,2021,1,-1,1,Cash Compounder
C058,2022,1,-1,1,Cash Compounder
C058,2023,1,-1,1,Cash Compounder
C058,2024,1,-1,1,Cash Compounder
C059,2015,1,-1,-1,Dividend Distributor
C059,2016,1,-1,-1,Dividend Distributor
C059,2017,1,-1,-1,Dividend Distributor
C059,2018,1,-1,-1,Dividend Distributor
C059,2019,1,-1,-1,Dividend Distributor
C059,2020,1,-1,-1,Dividend Distributor
C059,2021,1,-1,-1,Dividend Distributor
C059,2022,1,-1,-1,Dividend Distributor
C059,2023,1,-1,-1,Dividend Distributor
C059,2024,1,-1,-1,Dividend Distributor
C060,2015,1,-1,-1,Debt Reducer
C060,2016,1,-1,-1,Debt Reducer
C060,2017,1,-1,-1,Debt Reducer
C060,2018,1,-1,-1,Debt Reducer
C060,2019,1,-1,-1,Debt Reducer
C060,2020,1,-1,-1,Debt Reducer
C060,2021,1,-1,-1,Debt Reducer
C060,2022,1,-1,-1,Debt Reducer
C060,2023,1,-1,-1,Debt Reducer
C060,2024,1,-1,-1,Debt Reducer
C061,2015,1,-1,1,Acquisition Led
C061,2016,1,-1,1,Acquisition Led
C061,2017,1,-1,1,Acquisition Led
C061,2018,1,-1,1,Acquisition Led
C061,2019,1,-1,1,Acquisition Led
C061,2020,1,-1,1,Acquisition Led
C061,2021,1,-1,1,Acquisition Led
C061,2022,1,-1,1,Acquisition Led
C061,2023,1,-1,1,Acquisition Led
C061,2024,1,-1,1,Acquisition Led
C062,2015,1,-1,1,Capex Heavy
C062,2016,1,-1,1,Capex Heavy
C062,2017,1,-1,1,Capex Heavy
C062,2018,1,-1,1,Capex Heavy
C062,2019,1,-1,1,Capex Heavy
C062,2020,1,-1,1,Capex Heavy
C062,2021,1,-1,1,Capex Heavy
C062,2022,1,-1,1,Capex Heavy
C062,2023,1,-1,1,Capex Heavy
C062,2024,1,-1,1,Capex Heavy
C063,2015,1,-1,1,Working Capital Builder
C063,2016,1,-1,1,Working Capital Builder
C063,2017,1,-1,1,Working Capital Builder
C063,2018,1,-1,1,Working Capital Builder
C063,2019,1,-1,1,Working Capital Builder
C063,2020,1,-1,1,Working Capital Builder
C063,2021,1,-1,1,Working Capital Builder
C063,2022,1,-1,1,Working Capital Builder
C063,2023,1,-1,1,Working Capital Builder
C063,2024,1,-1,1,Working Capital Builder
C064,2015,1,-1,1,Turnaround
C064,2016,1,-1,1,Turnaround
C064,2017,1,-1,1,Turnaround
C064,2018,1,-1,1,Turnaround
C064,2019,1,-1,1,Turnaround
C064,2020,1,-1,1,Turnaround
C064,2021,1,-1,1,Turnaround
C064,2022,1,-1,1,Turnaround
C064,2023,1,-1,1,Turnaround
C064,2024,1,-1,1,Turnaround
C065,2015,1,-1,1,Reinvestor
C065,2016,1,-1,1,Reinvestor
C065,2017,1,-1,1,Reinvestor
C065,2018,1,-1,1,Reinvestor
C065,2019,1,-1,1,Reinvestor
C065,2020,1,-1,1,Reinvestor
C065,2021,1,-1,1,Reinvestor
C065,2022,1,-1,1,Reinvestor
C065,2023,1,-1,1,Reinvestor
C065,2024,1,-1,1,Reinvestor
C066,2015,1,-1,1,Cash Compounder
C066,2016,1,-1,1,Cash Compounder
C066,2017,1,-1,1,Cash Compounder
C066,2018,1,-1,1,Cash Compounder
C066,2019,1,-1,1,Cash Compounder
C066,2020,1,-1,1,Cash Compounder
C066,2021,1,-1,1,Cash Compounder
C066,2022,1,-1,1,Cash Compounder
C066,2023,1,-1,1,Cash Compounder
C066,2024,1,-1,1,Cash Compounder
